order_id,customer_id,amount,order_date
932,772,297.17,2024-01-11
933,597,197.43,2023-12-20
934,184,113.2,2024-10-04
935,588,162.68,2025-06-17
936,872,300.01,2023-12-02
937,398,406.02,2024-10-03
938,804,459.79,2024-07-13
939,603,210.54,2024-03-20
940,623,420.76,2023-10-05
941,132,386.49,2024-02-15
942,184,225.74,2025-06-18
943,369,63.85,2024-03-03
944,381,85.38,2024-11-15
945,72,253.17,2023-11-01
946,256,497.25,2024-04-28
947,321,143.9,2024-01-28
948,538,215.28,2025-03-31
949,536,293.55,2025-08-14
950,522,327.49,2025-08-26
951,623,457.64,2024-03-04
952,165,343.62,2024-11-20
953,885,456.16,2024-10-27
954,337,470.24,2024-09-02
955,684,120.23,2024-06-18
956,493,340.23,2025-05-08
957,466,379.34,2024-02-29
958,402,183.64,2023-09-15
959,798,170.48,2024-12-11
960,891,430.1,2024-05-28
961,108,493.94,2024-12-20
962,245,364.93,2024-07-28
963,570,17.46,2024-06-05
964,703,122.32,2024-03-19
965,250,314.64,2023-11-23
966,547,260.91,2023-11-11
967,24,13.2,2023-09-16
968,308,366.79,2024-07-17
969,179,222.92,2025-07-29
970,469,298.75,2024-07-14
971,559,130.94,2023-11-19
972,72,118.48,2025-01-16
973,253,89.75,2024-09-12
974,603,108.73,2023-10-10
975,312,194.8,2025-01-25
976,984,263.74,2024-12-25
977,804,277.19,2025-03-07
978,805,46.38,2024-08-11
979,14,70.43,2024-06-21
980,989,126.4,2024-01-09
981,926,281.67,2025-03-13
982,128,265.82,2025-01-02
983,227,88.48,2024-01-17
984,505,465.14,2024-08-24
985,194,440.42,2024-12-02
986,637,299.04,2025-04-24
987,940,330.59,2023-12-09
988,647,431.28,2024-07-19
989,479,117.71,2025-02-20
990,100,122.13,2023-12-26
991,272,413.0,2024-02-17
992,542,170.07,2025-04-26
993,455,259.1,2024-06-16
994,469,365.23,2023-11-30
995,217,55.33,2025-07-15
996,597,362.79,2024-08-22
997,770,348.15,2024-03-13
998,812,142.78,2025-09-06
999,256,99.13,2024-11-29
1000,292,314.57,2024-04-23
1001,472,135.01,2025-01-03
1002,49,448.39,2024-07-12
1003,874,119.62,2025-02-12
1004,111,17.04,2025-09-03
1005,161,358.33,2024-09-27
1006,532,19.27,2024-05-23
1007,518,285.79,2023-11-11
1008,555,79.2,2024-08-03
1009,384,349.23,2024-05-06
1010,981,492.23,2024-12-24
1011,199,432.98,2024-10-20
1012,982,113.02,2023-12-21
1013,485,397.46,2024-10-10
1014,446,235.06,2024-04-18
1015,177,480.92,2025-03-04
1016,321,241.55,2025-09-13
1017,640,228.71,2023-09-21
1018,872,358.4,2024-03-26
1019,765,411.97,2025-02-24
1020,527,40.83,2025-01-28
1021,119,205.68,2024-03-03
1022,396,75.3,2024-12-12
1023,423,386.15,2025-07-29
1024,306,399.14,2023-10-22
1025,464,245.63,2024-09-10
1026,205,479.35,2025-07-29
1027,461,440.22,2024-05-05
1028,317,105.59,2023-12-18
1029,605,183.23,2025-09-08
1030,705,114.02,2025-05-13
1031,942,477.79,2024-03-18
1032,194,327.13,2025-02-13
1033,208,464.69,2024-02-27
1034,841,55.47,2024-03-05
1035,871,462.02,2025-07-26
1036,293,213.3,2025-02-17
1037,790,92.83,2023-10-14
1038,494,417.0,2023-12-03
1039,664,89.58,2024-07-12
1040,659,112.01,2023-10-04
1041,926,258.81,2025-08-26
1042,588,326.45,2025-02-20
1043,916,270.85,2024-09-19
1044,145,330.06,2024-05-17
1045,577,338.69,2025-05-12
1046,713,26.68,2024-07-02
1047,240,470.65,2023-12-27
1048,74,481.73,2023-10-16
1049,580,486.61,2025-03-10
1050,456,456.34,2025-05-23
1051,785,445.46,2023-12-31
1052,10,154.16,2024-04-13
1053,856,263.9,2024-12-30
1054,811,35.94,2023-09-19
1055,814,58.05,2025-06-15
1056,276,183.13,2024-11-16
1057,944,457.77,2024-09-01
1058,652,482.66,2024-06-03
1059,561,439.68,2024-07-09
1060,452,126.12,2025-01-16
1061,458,45.58,2025-07-07
1062,262,392.14,2024-08-28
1063,742,357.52,2025-05-08
1064,873,357.82,2023-12-07
1065,629,465.2,2024-03-01
1066,1,409.33,2024-11-05
1067,969,144.85,2024-06-19
1068,392,227.55,2025-01-25
1069,436,72.37,2024-10-05
1070,993,204.02,2024-08-04
1071,100,471.16,2025-04-28
1072,136,88.03,2024-06-17
1073,60,278.71,2025-05-05
1074,960,390.2,2024-07-22
1075,496,410.11,2025-07-18
1076,144,40.06,2024-11-10
1077,621,95.44,2023-10-28
1078,659,112.24,2023-11-12
1079,756,408.6,2023-09-26
1080,866,76.79,2025-01-28
1081,881,19.22,2024-12-19
1082,583,419.35,2025-03-30
1083,947,47.27,2024-09-19
1084,210,67.5,2024-09-04
1085,79,469.8,2023-12-28
1086,875,436.35,2024-03-23
1087,731,74.92,2025-02-22
1088,87,118.66,2023-09-16
1089,698,87.22,2024-03-26
1090,183,26.65,2025-07-03
1091,578,115.83,2025-01-04
1092,200,33.0,2024-01-20
1093,579,203.52,2025-01-20
1094,810,238.16,2023-10-27
1095,97,434.74,2025-06-27
1096,725,144.72,2025-04-08
1097,712,161.37,2024-12-16
1098,350,84.0,2023-12-30
1099,691,346.26,2024-02-07
1100,391,49.83,2023-12-14
1101,447,220.48,2024-12-25
1102,303,499.47,2025-07-27
1103,9,15.84,2025-04-23
1104,426,172.4,2024-12-29
1105,197,118.81,2024-07-06
1106,436,315.22,2023-12-21
1107,859,23.97,2023-09-19
1108,128,321.14,2024-12-01
1109,177,496.74,2024-05-23
1110,567,359.94,2025-03-28
1111,215,361.47,2024-10-28
1112,266,55.5,2024-12-14
1113,449,328.62,2024-04-24
1114,805,211.2,2024-01-13
1115,279,421.83,2025-06-22
1116,503,405.22,2024-07-12
1117,204,324.77,2024-11-15
1118,411,76.49,2025-02-26
1119,325,24.95,2024-01-25
1120,900,125.77,2024-01-09
1121,694,222.01,2024-04-12
1122,436,85.47,2024-08-27
1123,728,206.72,2024-10-06
1124,810,497.4,2024-07-20
1125,432,31.48,2024-06-12
1126,527,175.76,2025-08-04
1127,400,95.21,2024-11-02
1128,320,342.1,2025-06-20
1129,211,419.87,2024-07-15
1130,547,464.85,2024-11-27
1131,228,367.1,2023-12-16
1132,165,136.8,2025-05-16
1133,968,324.7,2024-04-17
1134,530,489.35,2025-05-10
1135,519,301.43,2025-01-01
1136,560,30.67,2025-07-14
1137,321,387.01,2024-08-15
1138,651,35.02,2024-04-24
1139,39,234.01,2024-06-05
1140,939,293.95,2023-11-04
1141,646,194.97,2024-06-10
1142,406,495.6,2024-07-11
1143,349,61.48,2023-11-09
1144,673,451.51,2024-11-11
1145,880,36.5,2025-07-04
1146,258,209.23,2024-08-05
1147,549,228.29,2024-05-13
1148,614,118.21,2025-07-23
1149,419,461.09,2025-01-10
1150,103,153.94,2024-09-01
1151,616,17.34,2025-07-27
1152,69,470.53,2024-05-03
1153,699,389.91,2024-03-28
1154,479,141.78,2025-03-08
1155,656,434.4,2025-05-01
1156,950,303.78,2023-10-14
1157,127,239.86,2024-04-26
1158,418,39.61,2024-12-16
1159,662,11.97,2024-05-27
1160,221,270.08,2024-04-18
1161,977,265.19,2025-06-02
1162,499,378.17,2023-11-22
1163,885,39.29,2024-06-09
1164,445,449.81,2025-08-27
1165,892,454.79,2024-01-14
1166,459,20.78,2024-10-30
1167,982,50.83,2024-01-17
1168,688,442.62,2025-06-14
1169,561,148.8,2025-07-13
1170,776,122.29,2023-12-25
1171,277,482.73,2025-07-11
1172,98,499.14,2024-03-10
1173,735,358.63,2024-11-25
1174,918,47.64,2024-07-17
1175,375,407.99,2023-09-16
1176,319,264.18,2023-12-25
1177,840,111.53,2024-01-14
1178,677,193.52,2024-01-31
1179,49,76.95,2024-01-11
1180,563,451.99,2025-08-28
1181,632,66.62,2024-05-29
1182,981,180.16,2023-10-30
1183,434,473.58,2024-11-01
1184,186,402.6,2024-05-08
1185,318,171.41,2024-03-12
1186,276,440.54,2024-10-24
1187,838,233.71,2025-04-02
1188,51,206.79,2024-04-07
1189,179,339.1,2023-10-10
1190,463,110.93,2024-03-30
1191,970,115.43,2024-10-07
1192,491,425.99,2024-09-22
1193,447,453.98,2024-12-18
1194,478,358.99,2024-07-29
1195,148,72.92,2025-06-04
1196,785,286.32,2024-02-07
1197,5,399.51,2025-03-23
1198,160,347.79,2024-09-30
1199,245,192.93,2023-12-10
1200,383,195.93,2025-01-23
1201,595,136.68,2024-07-07
1202,539,364.81,2025-01-13
1203,601,159.81,2024-07-09
1204,594,355.46,2025-06-06
1205,347,102.51,2025-08-19
1206,779,197.48,2024-03-09
1207,51,301.81,2024-08-05
1208,25,457.99,2025-08-03
1209,166,298.64,2024-11-14
1210,450,242.28,2025-02-16
1211,652,347.92,2025-07-24
1212,138,395.49,2024-05-13
1213,4,195.49,2024-05-22
1214,669,293.21,2024-04-29
1215,807,420.2,2024-10-19
1216,587,476.02,2024-11-20
1217,669,21.69,2023-12-30
1218,123,298.94,2024-11-12
1219,69,194.14,2025-08-02
1220,737,96.5,2025-01-25
1221,598,112.31,2025-06-24
1222,604,421.38,2025-01-25
1223,318,196.71,2025-04-06
1224,771,214.71,2025-08-02
1225,317,493.88,2025-08-17
1226,829,333.2,2025-01-07
1227,346,451.77,2024-02-12
1228,205,396.95,2024-09-25
1229,852,422.71,2025-04-04
1230,718,153.19,2025-05-22
1231,260,110.0,2025-04-03
1232,510,198.48,2025-08-13
1233,634,373.77,2025-08-08
1234,327,344.47,2025-08-30
1235,757,258.73,2023-12-11
1236,522,128.9,2025-05-25
1237,407,202.59,2025-01-26
1238,302,435.4,2025-04-11
1239,582,491.07,2024-08-30
1240,957,115.23,2025-08-31
1241,304,91.48,2024-05-22
1242,421,41.33,2025-07-01
1243,610,146.77,2025-04-27
1244,167,79.93,2024-12-12
1245,627,201.5,2025-01-05
1246,956,42.53,2024-11-08
1247,145,278.16,2025-04-16
1248,860,228.79,2023-10-08
1249,890,123.45,2023-10-27
1250,873,359.25,2025-04-23
1251,833,290.9,2025-07-16
1252,1,93.22,2025-06-24
1253,341,42.2,2024-02-16
1254,484,274.41,2023-12-23
1255,312,216.54,2023-09-30
1256,860,260.63,2024-08-07
1257,972,64.7,2025-06-28
1258,534,237.51,2024-09-18
1259,68,202.74,2023-10-04
1260,620,309.75,2024-07-09
1261,516,358.02,2025-08-04
1262,240,102.81,2024-04-17
1263,990,459.93,2024-06-11
1264,678,217.19,2024-10-11
1265,982,226.52,2025-03-11
1266,313,454.52,2024-09-01
1267,400,296.86,2025-08-16
1268,575,89.34,2024-06-25
1269,448,465.38,2024-03-16
1270,836,185.05,2023-09-17
1271,115,236.93,2024-07-30
1272,730,18.27,2023-10-28
1273,722,177.65,2024-03-19
1274,727,338.41,2024-08-20
1275,63,95.7,2025-05-14
1276,925,308.35,2025-07-04
1277,532,41.67,2025-05-12
1278,419,418.7,2024-06-21
1279,547,171.83,2025-08-26
1280,292,71.62,2023-12-01
1281,333,201.37,2025-08-27
1282,688,315.79,2024-04-23
1283,412,346.05,2024-01-15
1284,403,386.08,2024-08-28
1285,341,156.75,2024-03-28
1286,100,433.03,2025-05-08
1287,338,201.88,2024-01-21
1288,290,289.62,2023-11-03
1289,969,74.87,2025-04-01
1290,649,55.33,2025-08-07
1291,307,10.41,2023-11-10
1292,892,288.78,2024-11-13
1293,67,296.02,2024-08-04
1294,173,387.25,2024-01-05
1295,795,477.44,2024-07-04
1296,924,77.65,2023-09-24
1297,253,37.22,2023-11-29
1298,669,32.43,2025-04-27
1299,689,477.67,2025-05-28
1300,919,462.56,2024-07-19
1301,373,428.47,2024-03-10
1302,110,124.92,2023-09-27
1303,751,257.55,2024-05-13
1304,784,361.01,2024-12-05
1305,563,310.42,2024-01-14
1306,830,142.97,2024-03-10
1307,449,266.99,2024-02-18
1308,989,79.81,2024-12-27
1309,330,404.28,2024-08-29
1310,922,155.56,2024-12-05
1311,994,464.9,2025-07-25
1312,901,304.82,2025-08-06
1313,974,177.98,2025-08-31
1314,809,439.36,2025-02-21
1315,434,270.44,2024-10-23
1316,696,46.14,2023-11-20
1317,834,23.34,2024-11-24
1318,100,469.61,2023-09-22
1319,615,119.82,2023-10-18
1320,1000,481.09,2024-01-11
1321,992,107.32,2024-04-20
1322,607,491.15,2024-04-15
1323,872,254.87,2025-05-08
1324,851,221.26,2023-10-06
1325,265,486.54,2025-02-13
1326,287,433.77,2025-02-09
1327,290,265.82,2025-05-27
1328,763,81.38,2024-01-10
1329,395,70.32,2023-12-30
1330,157,353.24,2024-01-08
1331,594,247.75,2024-04-13
1332,829,318.81,2025-08-23
1333,385,229.73,2024-10-17
1334,923,181.97,2024-08-19
1335,406,181.15,2024-09-03
1336,437,202.29,2025-03-08
1337,197,336.46,2024-07-06
1338,335,460.37,2024-10-13
1339,88,387.16,2025-06-13
1340,763,231.6,2024-09-17
1341,434,38.81,2023-10-03
1342,587,120.4,2024-01-08
1343,596,378.06,2024-04-21
1344,959,10.55,2025-09-07
1345,692,288.93,2025-05-17
1346,522,428.82,2025-07-19
1347,830,468.13,2025-01-19
1348,614,115.1,2023-12-09
1349,487,133.36,2024-08-18
1350,285,287.27,2025-03-19
1351,745,293.69,2025-07-30
1352,291,390.21,2024-10-21
1353,796,59.65,2023-10-24
1354,161,321.71,2024-08-19
1355,352,246.77,2024-02-27
1356,62,242.46,2024-06-14
1357,189,83.26,2024-07-13
1358,447,463.59,2025-09-08
1359,246,476.66,2024-04-20
1360,526,360.39,2024-02-18
1361,234,494.96,2024-08-11
1362,801,50.08,2025-01-18
1363,944,198.02,2025-02-05
1364,496,465.49,2025-04-16
1365,785,56.82,2024-09-03
1366,810,326.0,2024-11-30
1367,913,480.29,2023-10-12
1368,426,219.98,2024-08-29
1369,854,217.37,2025-08-27
1370,815,17.62,2025-07-09
1371,443,215.19,2024-06-20
1372,83,208.53,2025-04-03
1373,336,430.31,2024-05-16
1374,991,96.93,2025-03-06
1375,421,298.27,2024-02-03
1376,693,335.95,2025-02-04
1377,428,429.48,2025-01-09
1378,59,339.03,2025-07-13
1379,27,19.6,2024-08-24
1380,320,305.47,2024-07-23
1381,700,331.25,2024-11-03
1382,988,59.99,2024-01-25
1383,253,201.4,2024-05-17
1384,159,425.11,2024-10-19
1385,54,471.29,2024-07-16
1386,572,467.72,2025-02-20
1387,45,195.94,2024-12-27
1388,837,209.03,2024-12-12
1389,378,253.58,2025-08-09
1390,824,85.77,2024-03-25
1391,316,488.72,2023-11-16
1392,314,200.34,2025-03-16
1393,336,26.69,2024-02-12
1394,718,160.38,2024-03-11
1395,487,328.48,2025-04-17
1396,230,146.86,2024-12-19
1397,597,404.17,2024-05-10
1398,764,113.31,2024-06-13
1399,863,333.19,2024-05-24
1400,600,49.77,2023-12-20
1401,195,328.11,2024-09-02
1402,19,478.36,2025-02-11
1403,1000,92.57,2025-04-28
1404,170,425.2,2024-10-05
1405,521,424.85,2025-02-02
1406,551,155.81,2025-06-24
1407,500,286.43,2024-10-26
1408,636,17.42,2025-03-31
1409,171,287.29,2024-11-26
1410,996,482.47,2024-10-10
1411,599,262.55,2025-06-15
1412,718,189.97,2025-01-09
1413,767,175.47,2025-04-25
1414,932,58.06,2023-12-29
1415,873,451.8,2024-02-04
1416,11,17.06,2024-11-14
1417,427,71.07,2024-10-30
1418,210,45.38,2024-09-21
1419,502,301.9,2024-02-03
1420,773,58.41,2025-01-02
1421,370,454.19,2024-11-29
1422,156,312.53,2025-07-03
1423,540,90.28,2024-11-29
1424,155,425.94,2023-12-12
1425,212,215.42,2024-08-22
1426,446,189.62,2024-06-06
1427,232,326.69,2025-01-22
1428,501,293.57,2025-01-30
1429,898,289.6,2025-06-10
1430,712,91.0,2025-06-07
1431,476,349.25,2025-06-27
1432,110,154.12,2024-03-14
1433,634,433.85,2025-04-21
1434,79,377.28,2025-02-22
1435,410,137.29,2025-08-25
1436,422,174.59,2024-04-21
1437,889,362.31,2025-03-11
1438,875,47.04,2025-05-15
1439,17,163.69,2023-12-22
1440,227,431.37,2023-12-31
1441,833,208.77,2024-09-18
1442,302,91.21,2023-09-27
1443,85,97.75,2024-10-02
1444,504,290.61,2024-02-18
1445,863,16.04,2023-10-17
1446,755,356.66,2024-09-26
1447,588,22.2,2023-12-21
1448,399,354.0,2025-05-30
1449,51,107.56,2024-02-22
1450,114,364.81,2024-06-10
1451,649,113.66,2025-09-13
1452,539,359.25,2024-09-15
1453,559,203.45,2023-12-02
1454,153,191.72,2025-05-07
1455,638,491.67,2024-07-02
1456,99,209.29,2024-05-31
1457,74,472.71,2024-09-22
1458,257,220.64,2025-05-21
1459,626,382.99,2024-03-05
1460,742,301.71,2025-05-24
1461,273,424.37,2024-12-20
1462,566,23.08,2025-07-27
1463,457,424.22,2025-05-04
1464,352,362.04,2023-10-31
1465,701,490.49,2025-08-04
1466,927,114.28,2025-08-13
1467,439,373.72,2024-10-19
1468,418,475.82,2024-07-02
1469,164,302.53,2024-08-14
1470,83,169.41,2023-11-22
1471,899,250.8,2023-12-22
1472,160,147.16,2024-01-22
1473,259,267.18,2025-05-08
1474,137,307.28,2023-10-06
1475,750,379.95,2023-11-20
1476,751,168.06,2024-04-19
1477,368,188.98,2024-03-26
1478,390,200.3,2024-06-12
1479,198,271.9,2024-11-20
1480,423,307.89,2024-01-19
1481,888,177.44,2024-08-19
1482,326,383.69,2025-04-14
1483,994,456.27,2023-09-29
1484,908,65.31,2024-07-06
1485,265,367.31,2024-04-04
1486,459,106.14,2025-07-15
1487,567,358.51,2024-06-17
1488,419,467.84,2025-08-22
1489,939,338.9,2025-02-13
1490,805,348.9,2024-09-18
1491,730,328.58,2023-12-10
1492,712,416.16,2025-04-17
1493,331,299.28,2024-09-22
1494,247,233.16,2024-09-09
1495,288,437.2,2024-01-11
1496,15,288.75,2025-02-18
1497,842,19.35,2025-02-09
1498,788,316.71,2024-07-24
1499,456,420.31,2023-12-04
1500,221,197.68,2024-07-23
1501,969,220.91,2023-10-05
1502,828,369.51,2024-10-01
1503,982,71.1,2024-09-27
1504,187,11.31,2025-02-24
1505,130,413.16,2024-11-17
1506,627,204.18,2024-09-09
1507,970,155.06,2024-12-27
1508,825,438.21,2025-06-30
1509,229,408.41,2024-08-18
1510,143,441.63,2025-06-07
1511,516,117.9,2025-05-11
1512,949,24.56,2025-02-28
1513,142,28.06,2023-09-24
1514,601,125.44,2024-04-09
1515,331,370.31,2024-07-23
1516,768,105.45,2024-09-13
1517,654,242.63,2025-09-02
1518,381,316.31,2024-03-09
1519,426,69.57,2023-11-09
1520,725,276.47,2025-08-19
1521,189,409.7,2025-05-05
1522,830,41.78,2025-06-06
1523,581,339.25,2025-04-05
1524,747,220.12,2023-10-04
1525,802,428.02,2024-06-02
1526,633,484.66,2024-05-15
1527,6,156.44,2024-06-20
1528,31,46.33,2024-03-17
1529,102,173.42,2024-10-15
1530,636,158.79,2025-06-23
1531,438,205.71,2025-03-10
1532,298,65.94,2025-09-10
1533,197,163.88,2025-08-27
1534,2,168.39,2023-11-03
1535,19,23.02,2024-08-30
1536,682,64.31,2025-07-20
1537,290,342.24,2024-07-02
1538,281,399.55,2025-08-12
1539,755,103.37,2024-03-28
1540,778,225.33,2024-12-15
1541,378,495.52,2024-10-28
1542,731,424.6,2024-08-13
1543,253,311.69,2025-07-08
1544,370,226.98,2023-09-27
1545,665,123.98,2024-07-26
1546,975,110.83,2024-08-11
1547,211,240.13,2023-11-17
1548,63,486.32,2025-06-25
1549,759,380.32,2024-10-13
1550,500,103.38,2024-08-14
1551,701,186.1,2024-10-04
1552,179,50.99,2025-06-15
1553,678,421.09,2024-03-14
1554,484,352.35,2025-03-21
1555,698,131.09,2025-09-11
1556,472,95.18,2025-03-05
1557,931,466.49,2025-03-18
1558,426,279.88,2025-06-20
1559,811,85.06,2025-09-11
1560,548,391.46,2024-06-11
1561,645,153.78,2024-03-06
1562,319,187.02,2024-04-07
1563,739,203.93,2025-05-01
1564,444,75.73,2023-11-17
1565,577,233.62,2024-03-19
1566,418,136.44,2024-05-03
1567,989,190.72,2024-10-06
1568,265,250.15,2024-12-22
1569,590,115.3,2025-01-17
1570,524,160.39,2024-12-14
1571,424,288.75,2025-04-27
1572,753,106.43,2024-07-03
1573,493,331.62,2024-08-17
1574,472,247.24,2025-03-17
1575,694,74.15,2025-04-27
1576,988,194.57,2024-08-27
1577,509,407.87,2023-11-16
1578,317,419.7,2023-10-03
1579,102,439.99,2024-11-11
1580,148,432.03,2025-03-29
1581,462,198.15,2025-04-05
1582,904,122.01,2025-08-16
1583,320,339.09,2025-01-14
1584,834,310.28,2024-02-27
1585,938,314.87,2025-01-12
1586,377,305.02,2025-04-10
1587,410,219.27,2025-05-16
1588,325,106.9,2024-08-14
1589,424,495.61,2025-04-12
1590,337,314.29,2025-08-07
1591,56,93.96,2024-04-14
1592,905,256.95,2025-06-06
1593,228,308.2,2024-01-21
1594,820,82.47,2024-11-04
1595,666,471.27,2025-08-28
1596,178,123.13,2024-12-21
1597,839,231.16,2024-09-20
1598,920,255.39,2024-07-12
1599,453,104.79,2023-11-16
1600,449,137.94,2023-11-10
1601,981,28.37,2024-03-07
1602,643,38.91,2024-05-20
1603,816,364.08,2024-12-24
1604,295,482.22,2025-03-19
1605,663,131.17,2025-06-18
1606,191,83.87,2024-11-24
1607,752,64.78,2025-09-10
1608,816,462.8,2024-12-19
1609,810,185.48,2024-09-29
1610,385,439.38,2025-03-15
1611,247,307.13,2024-02-16
1612,327,378.79,2025-03-12
1613,167,48.15,2023-11-01
1614,821,255.59,2025-04-05
1615,963,404.93,2025-07-24
1616,428,251.69,2024-05-15
1617,673,297.79,2023-12-06
1618,37,25.32,2024-07-28
1619,15,365.69,2024-05-11
1620,148,465.58,2023-10-16
1621,316,457.32,2024-05-08
1622,153,283.78,2025-01-22
1623,600,479.03,2025-08-19
1624,352,317.74,2023-12-28
1625,196,202.68,2024-09-05
1626,673,187.2,2025-07-26
1627,401,242.2,2023-10-06
1628,855,438.05,2025-09-06
1629,62,43.95,2024-12-24
1630,294,254.16,2024-01-04
1631,417,149.56,2023-12-29
1632,252,96.49,2024-09-16
1633,158,367.77,2025-02-25
1634,774,276.62,2025-07-09
1635,499,39.24,2025-01-18
1636,742,154.31,2023-12-29
1637,810,291.58,2024-07-08
1638,267,181.28,2024-05-31
1639,117,466.93,2024-09-01
1640,98,242.15,2023-09-22
1641,792,128.91,2025-03-13
1642,584,283.24,2023-10-11
1643,448,62.65,2024-02-16
1644,526,493.42,2024-10-20
1645,528,358.29,2024-01-21
1646,604,65.96,2024-07-23
1647,901,215.06,2024-06-01
1648,283,163.55,2025-02-04
1649,334,86.86,2024-01-12
1650,922,38.83,2024-02-29
1651,542,175.72,2023-09-28
1652,605,89.36,2024-01-02
1653,7,136.35,2023-09-25
1654,210,236.85,2025-07-23
1655,779,60.99,2024-10-21
1656,843,379.61,2023-12-06
1657,941,360.75,2024-02-12
1658,766,198.51,2025-07-05
1659,962,55.06,2024-12-21
1660,522,319.83,2024-10-23
1661,805,76.54,2024-02-25
1662,634,414.54,2025-02-06
1663,44,340.56,2024-09-02
1664,311,90.62,2024-08-26
1665,832,188.57,2024-07-30
1666,882,362.57,2024-08-04
1667,958,210.22,2025-04-20
1668,513,388.47,2023-10-12
1669,665,396.37,2024-09-08
1670,205,473.95,2024-08-12
1671,485,100.6,2024-11-03
1672,524,166.44,2024-07-26
1673,497,138.14,2024-01-29
1674,845,96.44,2025-04-05
1675,93,86.37,2025-05-03
1676,669,439.48,2025-02-16
1677,379,349.43,2024-08-04
1678,933,297.33,2025-09-02
1679,322,138.0,2025-07-22
1680,118,287.74,2025-07-02
1681,532,277.98,2024-05-16
1682,494,48.34,2024-05-22
1683,637,76.08,2024-07-01
1684,708,441.48,2025-02-13
1685,681,373.34,2023-12-08
1686,12,118.3,2023-10-19
1687,106,176.11,2024-05-01
1688,919,11.84,2025-04-03
1689,385,12.75,2024-03-12
1690,766,16.84,2025-05-23
1691,353,389.38,2024-06-02
1692,600,366.1,2023-12-20
1693,175,459.67,2025-01-09
1694,796,129.81,2025-07-09
1695,117,142.74,2025-07-15
1696,616,86.66,2024-06-17
1697,963,452.76,2024-01-25
1698,272,16.19,2024-03-14
1699,32,99.57,2025-06-13
1700,623,309.69,2025-05-22
1701,240,440.0,2023-11-19
1702,190,457.6,2024-11-11
1703,830,28.06,2024-10-07
1704,340,129.74,2025-07-19
1705,551,119.54,2024-01-31
1706,75,236.15,2025-07-09
1707,951,244.56,2024-04-09
1708,730,140.82,2025-04-22
1709,490,449.25,2023-11-17
1710,34,200.06,2025-02-23
1711,173,219.21,2025-01-21
1712,617,435.13,2025-07-01
1713,493,58.87,2025-03-18
1714,51,416.89,2025-02-24
1715,711,33.42,2025-06-22
1716,751,322.54,2023-12-17
1717,407,433.58,2024-11-26
1718,963,319.25,2024-04-03
1719,585,236.51,2024-10-15
1720,858,450.84,2024-04-16
1721,158,72.34,2024-10-15
1722,616,334.54,2024-08-23
1723,527,466.38,2024-11-26
1724,145,107.34,2024-09-21
1725,702,418.47,2024-11-28
1726,744,134.99,2024-05-05
1727,497,344.21,2025-08-27
1728,26,393.09,2025-04-16
1729,190,392.46,2025-05-31
1730,660,159.1,2025-05-19
1731,688,368.53,2025-09-13
1732,485,111.08,2024-02-14
1733,29,246.74,2024-10-16
1734,157,496.91,2023-12-15
1735,697,488.09,2024-03-12
1736,172,89.73,2024-02-02
1737,945,280.35,2025-04-20
1738,738,229.14,2024-04-04
1739,330,465.19,2025-06-29
1740,172,177.34,2024-08-10
1741,728,31.64,2023-10-11
1742,701,496.32,2024-08-22
1743,662,316.09,2024-02-25
1744,93,188.41,2024-03-22
1745,26,36.65,2023-11-01
1746,412,80.72,2024-09-21
1747,332,285.58,2024-08-12
1748,848,372.9,2025-06-27
1749,920,80.95,2023-12-24
1750,205,442.28,2023-11-20
1751,651,416.26,2024-11-04
1752,808,254.87,2023-10-03
1753,589,187.01,2025-08-26
1754,953,261.62,2024-06-25
1755,368,255.51,2024-11-07
1756,127,390.92,2024-02-27
1757,451,78.3,2024-06-14
1758,714,49.51,2024-02-01
1759,993,324.74,2024-02-29
1760,878,305.0,2024-08-16
1761,629,483.74,2024-02-16
1762,374,191.37,2023-12-25
1763,502,112.5,2025-08-29
1764,435,53.19,2023-09-15
1765,806,165.65,2024-09-11
1766,381,14.67,2025-04-06
1767,967,433.79,2025-01-25
1768,753,387.13,2024-03-12
1769,913,66.72,2025-05-24
1770,37,456.43,2025-01-04
1771,608,208.01,2025-07-30
1772,392,143.38,2024-03-29
1773,52,291.76,2024-03-22
1774,6,268.41,2024-11-11
1775,600,122.56,2024-09-24
1776,526,364.17,2024-02-17
1777,471,356.0,2025-01-16
1778,24,40.47,2025-05-24
1779,911,205.22,2024-07-28
1780,237,234.46,2024-06-09
1781,263,233.3,2025-07-18
1782,434,210.53,2024-12-05
1783,474,49.87,2024-06-07
1784,132,91.08,2025-05-23
1785,596,136.05,2025-05-11
1786,524,317.12,2023-12-17
1787,766,240.03,2025-01-09
1788,649,483.36,2024-11-09
1789,737,217.37,2024-03-09
1790,993,310.47,2024-05-15
1791,426,191.68,2024-03-16
1792,639,10.14,2023-12-30
1793,876,317.47,2024-07-24
1794,161,378.84,2025-06-06
1795,690,345.26,2023-12-08
1796,436,377.45,2025-06-28
1797,49,495.01,2024-04-15
1798,972,104.22,2024-10-25
1799,408,253.04,2024-11-21
1800,257,370.46,2024-08-05
1801,752,332.14,2023-12-26
1802,861,92.59,2024-11-22
1803,755,296.15,2025-08-09
1804,127,482.0,2024-08-03
1805,784,315.26,2024-05-02
1806,42,32.07,2024-04-10
1807,744,251.86,2024-01-24
1808,326,227.53,2024-05-16
1809,688,419.29,2024-11-06
